url|font_icon|font|text|datetime|lang
./articles/CBMiOWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDUvMDMvY3ZzLWVhcm5pbmdzLXExLTIwMjMuaHRtbNIBPWh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIzLzA1LzAzL2N2cy1lYXJuaW5ncy1xMS0yMDIzLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|CNBC|CVS beats on earnings and revenue but lowers profit outlook|2023-05-03T10:54:06Z|eng
./articles/CBMiZmh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy9vaWwtcHJpY2VzLWRpcC10by1sb3dlc3QtbGV2ZWwtc2luY2UtbWFyY2gtdHJhZGVycy1icmFjZS1mb3ItcmVjZXNzaW9uL9IBAA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.investors.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Investor's Business Daily|Oil Prices Dip To Lowest Level Since March; Traders Brace For Recession|2023-05-03T13:02:00Z|eng
./articles/CBMicGh0dHBzOi8vd3d3LnVzbmV3cy5jb20vbmV3cy90b3AtbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTAzL3VzLXJlZ2lvbmFsLWxlbmRlcnMtc2x1bXAtYXMtYmFua2luZy10dXJtb2lsLWZlYXJzLWJyZXfSAQA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.usnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|U.S. News & World Report|US Regional Lenders Notch Modest Gains After Two-Day Slump|2023-05-03T10:21:00Z|eng
./articles/CBMiUGh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA1LzAzL2plcy1zdGFsZXktYWxsZWdlZGx5LXJhcGVkLWplZmZyZXktZXBzdGVpbi12aWN0aW0v0gFUaHR0cHM6Ly9ueXBvc3QuY29tLzIwMjMvMDUvMDMvamVzLXN0YWxleS1hbGxlZ2VkbHktcmFwZWQtamVmZnJleS1lcHN0ZWluLXZpY3RpbS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn3.gstatic.com/faviconV2?url=https://nypost.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|New York Post |Jes Staley accused of 'aggressively' raping Jeffrey Epstein victim 'with his permission'|2023-05-03T17:29:00Z|eng
./articles/CBMidGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDUvMDMvZXN0ZWUtbGF1ZGVycy1wbHVuZ2Utb24td2Vhay1mb3J3YXJkLWd1aWRhbmNlLWlzLW5vdC1hLXJlYXNvbi10by1zZWxsLXRoZS1zdG9jay5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|CNBC|Estee Lauder's plunge on weak forward guidance is not a reason to sell the stock|2023-05-03T17:09:21Z|eng
./articles/CBMilgFodHRwczovL21hcmtldHMuYnVzaW5lc3NpbnNpZGVyLmNvbS9uZXdzL2N1cnJlbmNpZXMvYml0Y29pbi1wcmVkaWN0aW9ucy1jcnlwdG8tZm9yZWNhc3RzLXJvYmVydC1raXlvc2FraS1zdGFuZGFyZC1jaGFydGVyZWQtbWF0cml4cG9ydC1hbmFseXN0cy0yMDIzLTXSAZoBaHR0cHM6Ly9tYXJrZXRzLmJ1c2luZXNzaW5zaWRlci5jb20vbmV3cy9jdXJyZW5jaWVzL2JpdGNvaW4tcHJlZGljdGlvbnMtY3J5cHRvLWZvcmVjYXN0cy1yb2JlcnQta2l5b3Nha2ktc3RhbmRhcmQtY2hhcnRlcmVkLW1hdHJpeHBvcnQtYW5hbHlzdHMtMjAyMy01P2FtcA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://markets.businessinsider.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Markets Insider|Bitcoin predictions: Robert Kiyosaki, Standard Chartered, Matrixport|2023-05-03T13:48:00Z|eng
./articles/CBMieGh0dHBzOi8vd3d3LmNvaW5kZXNrLmNvbS9tYXJrZXRzLzIwMjMvMDUvMDIvYml0Y29pbi1jbGltYnMtYWJvdmUtMjg1ay1hcy1pbnZlc3RvcnMtd2VpZ2gtZnJlc2gtYmFuay13b2VzLWNvb2wtam9icy1kYXRhL9IBhwFodHRwczovL3d3dy5jb2luZGVzay5jb20vbWFya2V0cy8yMDIzLzA1LzAyL2JpdGNvaW4tY2xpbWJzLWFib3ZlLTI4NWstYXMtaW52ZXN0b3JzLXdlaWdoLWZyZXNoLWJhbmstd29lcy1jb29sLWpvYnMtZGF0YS8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.coindesk.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|CoinDesk|Bitcoin Climbs Above $28.5K as Investors Weigh Fresh Bank Woes, Cool Jobs Data|2023-05-02T23:10:00Z|eng
./articles/CBMiZWh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9tb25leS9yZXZpZXdlZC8yMDIzLzA1LzAzL3BldGN1YmUtY2FtLWFtYXpvbi1wZXQtZGF5LWRlYWwvNzAxNzg1NzkwMDcv0gEA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.usatoday.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|USA TODAY|Petcube Cam: Get the top-rated smart pet camera on sale at Amazon|2023-05-03T17:11:35Z|eng
./articles/CBMihgFodHRwczovL3JlYWxtb25leS50aGVzdHJlZXQuY29tL2ludmVzdGluZy9zdG9ja3MvZXN0YWJsaXNoaW5nLW5ldy1wb3NpdGlvbnMtYWhlYWQtb2YtdGhpcy1mZWQtZGVjaXNpb24tZmVlbHMtbGlrZS1hLWNvaW4tdG9zcy0xNjEyMjgzNNIBAA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn3.gstatic.com/faviconV2?url=https://realmoney.thestreet.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|RealMoney|Establishing New Positions Ahead of This Fed Decision Feels Like a Coin Toss|2023-05-03T12:12:47Z|eng
./articles/CBMiZWh0dHBzOi8vd3d3LnBjbWFnLmNvbS9uZXdzL2Jld2FyZS1haS1zY2Ftcy1tZXRhLWJsb2Nrcy0xMDAwLXBsdXMtbGlua3MtdGllZC10by1jaGF0Z3B0LXRoZW1lZC1tYWx3YXJl0gEA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.pcmag.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|PCMag|Beware the AI Scams: Meta Blocks 1000+ Links Tied to ChatGPT-Themed Malware|2023-05-03T17:31:20Z|eng
./articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY29tbW9kaXRpZXMvZ29sZC1wcmljZXMtc3RlYWR5LXdpdGgtbWFya2V0LWZvY3VzLXVzLWZlZC1yYXRlLWRlY2lzaW9uLTIwMjMtMDUtMDMv0gEA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Reuters|Gold gains on weaker dollar ahead of Fed rate verdict|2023-05-03T17:33:00Z|eng
./articles/CBMic2h0dHBzOi8vd3d3LmZ4c3RyZWV0LmNvbS9uZXdzL2dvbGQtcHJpY2UtZm9yZWNhc3QteGF1LXVzZC10by1wcm92ZS1yZXNpbGllbnQtdG8tcmF0ZS1oaWtlcy1jb21tZXJ6YmFuay0yMDIzMDUwMzE0NDPSAXdodHRwczovL3d3dy5meHN0cmVldC5jb20vYW1wL25ld3MvZ29sZC1wcmljZS1mb3JlY2FzdC14YXUtdXNkLXRvLXByb3ZlLXJlc2lsaWVudC10by1yYXRlLWhpa2VzLWNvbW1lcnpiYW5rLTIwMjMwNTAzMTQ0Mw?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.fxstreet.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|FXStreet|Gold Price Forecast: XAU/USD to prove resilient to rate hikes – Commerzbank|2023-05-03T14:43:20Z|eng
./articles/CBMieGh0dHBzOi8vd3d3LmtpdGNvLmNvbS9uZXdzLzIwMjMtMDUtMDIvR29sZC1wcmljZS1yYWxsaWVzLTMzLWFoZWFkLW9mLUZlZC1kZWNpc2lvbi1nZXRzLXJlYWR5LXRvLXRlc3QtYWxsLXRpbWUtaGlnaHMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.kitco.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Kitco NEWS|Gold price rallies $33 ahead of Fed decision, gets ready to test all-time highs|2023-05-02T20:37:00Z|eng
./articles/CBMiRmh0dHBzOi8vc21hcnRzLnRoZXN0cmVldC5jb20vYWxsLXNtYXJ0cy9pcy10aGUtZ3JlYXQtc3RhZ2ZsYXRpb24tYWhlYWTSAQA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn3.gstatic.com/faviconV2?url=https://smarts.thestreet.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|TheStreet|Is “The Great Stagflation” Ahead?|2023-05-02T20:00:00Z|eng
./articles/CBMidWh0dHBzOi8vd3d3LmNoaWNhZ29idXNpbmVzcy5jb20vb3Bpbmlvbi9vcGluaW9uLWpwLW1vcmdhbi1jaGFzZS1jZW8tamFtaWUtZGltb24tbWF5LWJlLWhpc3RvcnlzLW1vc3QtaW1wb3J0YW50LWJhbmtlctIBAA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.chicagobusiness.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Crain's Chicago Business|Opinion: JP Morgan Chase CEO Jamie Dimon may be history's most important banker|2023-05-02T15:54:23Z|eng
./articles/CBMihwFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9idXNpbmVzcy9hdXRvcy10cmFuc3BvcnRhdGlvbi9zdGVsbGFudGlzLXJldmVudWVzLXJpc2UtMTQtcTEtYmV0dGVyLWNoaXAtc3VwcGx5LXN1cHBvcnRlZC1zaGlwbWVudHMtMjAyMy0wNS0wMy_SAQA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Reuters|Stellantis cautious on road ahead after first quarter revenue boost|2023-05-03T10:08:00Z|eng
./articles/CCAiC09ScWhjelJnT1RZmAEB?hl=en-US&gl=US&ceid=US%3Aen|https://yt3.ggpht.com/7jUHEz4UBLqvmtFQAthsHAU8d5yOVRtf6CO-t-XwuDReks2GJbJ_gcPZdWnFUhIrv26EGzWk=s0-h14|Yahoo Finance|Biden on the biggest bank failure since 2008 #shorts|2023-05-02T21:30:01Z|eng
./articles/CBMiamh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS93aGl0ZS1ob3VzZS1zYXlzLWJpZGVuLWlzLXRha2luZy1iYW5raW5nLXR1cm1vaWwtdmVyeS1zZXJpb3VzbHktYWExOWQ3ZDjSAW5odHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL3N0b3J5L3doaXRlLWhvdXNlLXNheXMtYmlkZW4taXMtdGFraW5nLWJhbmtpbmctdHVybW9pbC12ZXJ5LXNlcmlvdXNseS1hYTE5ZDdkOA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.marketwatch.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|MarketWatch|White House says Biden is taking banking turmoil ‘very seriously’|2023-05-02T17:47:00Z|eng
./articles/CBMiYGh0dHBzOi8vd3d3Lndhc2hpbmd0b25leGFtaW5lci5jb20vb3Bpbmlvbi9wZW5jZS1ibGFtZXMtYmlkZW4tZm9yLWJhbmstYnVzdHMtYW5kLWJsYXN0cy1iYWlsb3V0c9IBAA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.washingtonexaminer.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Washington Examiner|Pence blames Biden for bank busts and blasts bailouts|2023-05-01T21:43:00Z|eng
./articles/CBMiXmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNS8wMy9idXNpbmVzcy9pbmRpYS1nby1maXJzdC1haXJsaW5lcy1iYW5rcnVwdGN5LWhuay1pbnRsL2luZGV4Lmh0bWzSAWJodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzA1LzAzL2J1c2luZXNzL2luZGlhLWdvLWZpcnN0LWFpcmxpbmVzLWJhbmtydXB0Y3ktaG5rLWludGwvaW5kZXguaHRtbA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cnn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|CNN|Go First bankruptcy isn't the end of the Indian airline, says owner|2023-05-03T11:17:00Z|eng
./articles/CBMic2h0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9tYXJrZXRzL2ZkaS1sb29rcy1jaGFuZ2UtZGVwb3NpdC1pbnN1cmFuY2UtcG9saWN5LWZvbGxvd2luZy1maXJzdC1yZXB1YmxpYy1iYW5rLWZhaWx1cmXSAXdodHRwczovL3d3dy5mb3hidXNpbmVzcy5jb20vbWFya2V0cy9mZGktbG9va3MtY2hhbmdlLWRlcG9zaXQtaW5zdXJhbmNlLXBvbGljeS1mb2xsb3dpbmctZmlyc3QtcmVwdWJsaWMtYmFuay1mYWlsdXJlLmFtcA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.foxbusiness.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Fox Business|FDIC looks to change deposit insurance policy following First Republic Bank failure|2023-05-02T16:07:22Z|eng
./articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTAzL2ZkaWMtcy1tY2tlcm5hbi1zYXlzLWZhaWxlZC1iYW5rLWF1Y3Rpb25zLWFyZW4tdC1jb21wZXRpdGl2ZdIBAA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Bloomberg|FDIC's McKernan Says Failed-Bank Auctions Aren't Competitive|2023-05-03T16:07:38Z|eng
./articles/CBMiaGh0dHBzOi8vd3d3LmFtZXJpY2FuYmFua2VyLmNvbS9uZXdzL2ZpbnRlY2hzLXRvdXQtd2F5cy10by1pbnZlc3QtYnVzaW5lc3MtY2xpZW50cy1jYXNoLWFib3ZlLWZkaWMtbGltaXRz0gEA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.americanbanker.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|American Banker|Fintechs tout ways to invest business clients' cash above FDIC limits|2023-05-03T01:00:00Z|eng
./articles/CCAiC2pJdDBKdGtTZndrmAEB?hl=en-US&gl=US&ceid=US%3Aen|https://yt3.ggpht.com/ytc/AGIKgqPWiiqhx401RAMI8gnIlNIU_XIS7kjbrrtmiTb_rQ=s0-h14|CNBC Television|Uber CEO Dara Khosrowshahi on Q1 earnings|2023-05-02T13:02:57Z|eng
./articles/CCAiC1RYRGNsQ05YLWNBmAEB?hl=en-US&gl=US&ceid=US%3Aen|https://yt3.ggpht.com/ytc/AGIKgqOrtOTVVOh4UXnCI7ropwdinlHkasxt8Yl0cl5hcks=s0-h14|Eyewitness News ABC7NY|How new federal rules could impact New Jersey housing market|2023-05-02T22:55:28Z|eng
./articles/CBMifWh0dHBzOi8vd3d3LmNsZXZlbGFuZC5jb20vc2hvcHBpbmcvMjAyMy8wNS9tb3RoZXJzLWRheS1naWZ0cy1mcm9tLWotY3Jldy1maW5kLXRoZS1iZXN0LXByZXNlbnQtZm9yLXRoZS1tb21zLWluLXlvdXItbGlmZS5odG1s0gGMAWh0dHBzOi8vd3d3LmNsZXZlbGFuZC5jb20vc2hvcHBpbmcvMjAyMy8wNS9tb3RoZXJzLWRheS1naWZ0cy1mcm9tLWotY3Jldy1maW5kLXRoZS1iZXN0LXByZXNlbnQtZm9yLXRoZS1tb21zLWluLXlvdXItbGlmZS5odG1sP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cleveland.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|cleveland.com|Mother’s Day gifts from J. Crew: Find the best present for the moms in your life|2023-05-03T17:58:00Z|eng
./articles/CBMiZWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIzLzUvMi9ldXJvem9uZS1pbmZsYXRpb24tcmlzZXMtdG8tNy1wZXJjZW50LWFmdGVyLW1vbnRocy1vZi1kZWNsaW5l0gFpaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDIzLzUvMi9ldXJvem9uZS1pbmZsYXRpb24tcmlzZXMtdG8tNy1wZXJjZW50LWFmdGVyLW1vbnRocy1vZi1kZWNsaW5l?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.aljazeera.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Al Jazeera English|Eurozone inflation rises to 7 percent after months of decline|2023-05-02T12:38:27Z|eng
./articles/CBMiX2h0dHBzOi8vd3d3LnN0YXRpc3RhLmNvbS9jaGFydC8yOTkwNi9kYWlseS1uZXctY292aWQtMTktdmFjY2luZS1kb3Nlcy1pbml0aWFsLXByb3RvY29sLWJvb3N0ZXIv0gFjaHR0cHM6Ly93d3cuc3RhdGlzdGEuY29tL2NoYXJ0L2FtcC8yOTkwNi9kYWlseS1uZXctY292aWQtMTktdmFjY2luZS1kb3Nlcy1pbml0aWFsLXByb3RvY29sLWJvb3N0ZXIv?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.statista.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Statista|New Covid-19 Vaccinations Slow to a Trickle|2023-05-03T13:21:41Z|eng
./articles/CBMiVGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vdmlkZW8vbWFya2V0cy1oZWVscy1leHRyZW1lLXZvbGF0aWxpdHktYXJlcy0xNTM3MTU2ODEuaHRtbNIBXGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC92aWRlby9tYXJrZXRzLWhlZWxzLWV4dHJlbWUtdm9sYXRpbGl0eS1hcmVzLTE1MzcxNTY4MS5odG1s?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://finance.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Yahoo Finance|Markets ‘on the heels of extreme volatility,’ Ares Global Head says|2023-05-02T15:37:15Z|eng
./articles/CCAiC0FRdXhqWEdMYzZRmAEB?hl=en-US&gl=US&ceid=US%3Aen|https://yt3.ggpht.com/7jUHEz4UBLqvmtFQAthsHAU8d5yOVRtf6CO-t-XwuDReks2GJbJ_gcPZdWnFUhIrv26EGzWk=s0-h14|Yahoo Finance|Markets 'on the heels of extreme volatility,' Ares Global Head says|2023-05-02T17:39:43Z|eng
./articles/CCAiCzVuVWdwdTVjYVMwmAEB?hl=en-US&gl=US&ceid=US%3Aen|https://yt3.ggpht.com/ytc/AGIKgqPWiiqhx401RAMI8gnIlNIU_XIS7kjbrrtmiTb_rQ=s0-h14|CNBC Television|Here's why the current bank crisis is very different than past crises: Davis Advisors' Chris Davis|2023-05-02T17:52:31Z|eng
./articles/CBMiT2h0dHBzOi8vYWJvdmV0aGVsYXcuY29tLzIwMjMvMDUvYmVja2VyLXJhbmVuLXBhcnRuZXJzLWRlZmVjdGlvbi1sZXdpcy1icmlzYm9pcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://abovethelaw.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Above the Law|Partners Lead Mass Defection From Biglaw Firm, With Up To 140 Lawyers Set To Join New Boutique|2023-05-02T18:44:38Z|eng
./articles/CBMiZWh0dHBzOi8vd3d3LmFiYWpvdXJuYWwuY29tL25ld3MvYXJ0aWNsZS9tb3JlLXRoYW4tMTEwLWxhd3llcnMtbGVhdmUtdGhpcy1iaWdsYXctZmlybS10by1qb2luLW5ldy1zaG9w0gEA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.abajournal.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|ABA Journal|More than 110 lawyers leave this BigLaw firm to join new shop|2023-05-02T20:03:00Z|eng
./articles/CBMidmh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL2J1c2luZXNzLWFuZC1wcmFjdGljZS8xMDAtcGx1cy1sZXdpcy1icmlzYm9pcy1sYXd5ZXJzLXRvLWV4aXQtZm9yLWVtcGxveW1lbnQtbGF3LXNwaW5vZmbSAQA?hl=en-US&gl=US&ceid=US%3Aen|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://news.bloomberglaw.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Bloomberg Law|100-Plus Lewis Brisbois Lawyers Exit for New Employment Firm (1)|2023-05-02T22:52:30Z|eng
./articles/CBMigwFodHRwczovL3d3dy5jbm5icmFzaWwuY29tLmJyL2Vjb25vbWlhL3Bvci1xdWUtby1mZWQtcHJvdmF2ZWxtZW50ZS12YWktYXVtZW50YXItb3MtanVyb3MtZG9pcy1kaWFzLWFwb3Mtby1jb2xhcHNvLWRvLWZpcnN0LXJlcHVibGljL9IBhwFodHRwczovL3d3dy5jbm5icmFzaWwuY29tLmJyL2Vjb25vbWlhL3Bvci1xdWUtby1mZWQtcHJvdmF2ZWxtZW50ZS12YWktYXVtZW50YXItb3MtanVyb3MtZG9pcy1kaWFzLWFwb3Mtby1jb2xhcHNvLWRvLWZpcnN0LXJlcHVibGljL2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnnbrasil.com.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|CNN Brasil|Por que o Fed provavelmente vai aumentar os juros dois dias após o colapso do First Republic?|2023-05-03T07:00:00Z|ptbr
./articles/CBMif2h0dHBzOi8vd3d3LmluZm9tb25leS5jb20uYnIvbWVyY2Fkb3MvZGUtYm9uZC1wcm94aWVzLWEtdmFyZWppc3Rhcy1xdWFpcy1hY29lcy1kZXZlbS1nYW5oYXItbWFpcy1xdWFuZG8tYS1zZWxpYy1jb21lY2FyLWEtY2Fpci_SAYMBaHR0cHM6Ly93d3cuaW5mb21vbmV5LmNvbS5ici9tZXJjYWRvcy9kZS1ib25kLXByb3hpZXMtYS12YXJlamlzdGFzLXF1YWlzLWFjb2VzLWRldmVtLWdhbmhhci1tYWlzLXF1YW5kby1hLXNlbGljLWNvbWVjYXItYS1jYWlyL2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.infomoney.com.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|InfoMoney|De “bond proxies” a varejistas: quais ações devem ganhar mais quando a Selic começar a cair?|2023-05-03T17:00:03Z|ptbr
./articles/CBMijAFodHRwczovL3ZhbG9yLmdsb2JvLmNvbS9maW5hbmNhcy9ub3RpY2lhLzIwMjMvMDUvMDMvaWJvdmVzcGEtb3BlcmEtZW0tcXVlZGEtY29tLWNhdXRlbGEtZG8tbWVyY2Fkby1hbnRlcy1kYXMtZGVjaXNlcy1kby1jb3BvbS1lLWRvLWZlZC5naHRtbNIBlwFodHRwczovL3ZhbG9yLmdsb2JvLmNvbS9nb29nbGUvYW1wL2ZpbmFuY2FzL25vdGljaWEvMjAyMy8wNS8wMy9pYm92ZXNwYS1vcGVyYS1lbS1xdWVkYS1jb20tY2F1dGVsYS1kby1tZXJjYWRvLWFudGVzLWRhcy1kZWNpc2VzLWRvLWNvcG9tLWUtZG8tZmVkLmdodG1s?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://valor.globo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Valor Econômico|Ibovespa opera 'de lado' enquanto mercado aguarda decisões do Copom e do Fed|2023-05-03T17:03:45Z|ptbr
./articles/CBMiX2h0dHBzOi8vZm9yYmVzLmNvbS5ici9mb3JiZXMtbW9uZXkvMjAyMy8wNS9pYm92ZXNwYS1yZWN1YS0yNDAtbmEtdmVzcGVyYS1kZS1hdGEtZG8tY29wb20tZS1mZWQv0gEA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://encrypted-tbn2.gstatic.com/faviconV2?url=https://forbes.com.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL|Forbes Brasil|Ibovespa recua 2,40% na véspera de ata do Copom e Fed|2023-05-02T21:01:30Z|ptbr
./articles/CCAiCy1qZWFyM0JiUWRJmAEB?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://yt3.ggpht.com/ytc/AGIKgqMJWfLzgwKWrNwEnNxauDHRfpRAWXYIh3_Kdyw0ig=s0-h14|Seu Dinheiro|FALÊNCIA DO FIRST REPUBLIC BANK: ALGUÉM AINDA CORRE PERIGO? SAIBA O QUE ESPERAR DOS BANCOS DOS EUA|2023-05-03T16:12:10Z|ptbr
